0.003334,-0.462422,0.152942,-0.058860,-0.126478,0.002936,-0.126691,-1.000000,-1.000000,-1.000000,4675273.000000,3.000000,49.410000,0.000000,-1.000000,
0.006668,-0.462433,0.152943,-0.058852,-0.126468,0.002931,-0.126700,-1.000000,-1.000000,-1.000000,3.000000,49.410000,0.000000,3.000000,49.000000,-1.000000,
0.010002,-0.462371,0.152914,-0.058794,-0.126458,0.002947,-0.126680,-1.000000,-1.000000,-1.000000,95272.000000,3.000000,49.410000,0.000000,-1.000000,
0.013336,-0.462421,0.152920,-0.058865,-0.126453,0.002915,-0.126699,-1.000000,-1.000000,-1.000000,49.410000,0.000000,3.000000,49.400002,-1.000000,
0.016670,-0.462370,0.152902,-0.058818,-0.126453,0.002910,-0.126698,-1.000000,-1.000000,-1.000000,4711939.000000,3.000000,49.410000,0.000000,-1.000000,
0.020004,-0.462372,0.152886,-0.058821,-0.126482,0.002888,-0.126715,-1.000000,-1.000000,-1.000000,3.000000,49.410000,0.000000,3.000000,49.000000,-1.000000,
0.023338,-0.462409,0.152913,-0.058860,-0.126446,0.002896,-0.126709,-1.000000,-1.000000,-1.000000,0.000000,3.000000,49.410000,0.000000,-1.000000,
0.026672,-0.462366,0.152887,-0.058812,-0.126478,0.002890,-0.126730,-1.000000,-1.000000,-1.000000,31938.000000,3.000000,49.410000,0.000000,-1.000000,
0.030006,-0.462397,0.152905,-0.058861,-0.126496,0.002914,-0.126624,-1.000000,-1.000000,-1.000000,1.000000,0.000000,3.000000,49.410000,0.000000,-1.000000,
0.033340,-0.462417,0.152922,-0.058852,-0.126473,0.002925,-0.126687,-1.000000,-1.000000,-1.000000,4748604.000000,3.000000,49.410000,0.000000,-1.000000,
0.036674,-0.462437,0.152901,-0.058853,-0.126462,0.002925,-0.126705,-1.000000,-1.000000,-1.000000,3.000000,49.410000,0.000000,3.000000,49.000000,-1.000000,
0.040008,-0.462437,0.152928,-0.058853,-0.126468,0.002914,-0.126707,-1.000000,-1.000000,-1.000000,68603.000000,3.000000,49.410000,0.000000,-1.000000,
0.043342,-0.462414,0.152921,-0.058852,-0.126464,0.002925,-0.126688,-1.000000,-1.000000,-1.000000,49.410000,0.000000,3.000000,49.400002,-1.000000,
0.046676,-0.462407,0.152937,-0.058838,-0.126446,0.002944,-0.126682,-1.000000,-1.000000,-1.000000,4785269.000000,3.000000,49.410000,0.000000,-1.000000,
0.050010,-0.462428,0.152928,-0.058844,-0.126458,0.002935,-0.126677,-1.000000,-1.000000,-1.000000,3.000000,49.410000,0.000000,3.000000,49.000000,-1.000000,
0.053344,-0.462421,0.152930,-0.058849,-0.126460,0.002938,-0.126689,-1.000000,-1.000000,-1.000000,0.000000,3.000000,49.410000,0.000000,-1.000000,
0.056678,-0.462436,0.152925,-0.058838,-0.126476,0.002907,-0.126689,-1.000000,-1.000000,-1.000000,5268.000000,3.000000,49.410000,0.000000,-1.000000,
0.060012,-0.462365,0.152891,-0.058820,-0.126496,0.002895,-0.126690,-1.000000,-1.000000,-1.000000,1.000000,0.000000,3.000000,49.410000,0.000000,-1.000000,
0.063346,-0.462428,0.152901,-0.058846,-0.126458,0.002910,-0.126681,-1.000000,-1.000000,-1.000000,4821935.000000,3.000000,49.410000,0.000000,-1.000000,
0.066680,-0.462413,0.152895,-0.058861,-0.126483,0.002872,-0.126705,-1.000000,-1.000000,-1.000000,3.000000,49.410000,0.000000,3.000000,49.000000,-1.000000,
0.070014,-0.462445,0.152894,-0.058847,-0.126472,0.002893,-0.126683,-1.000000,-1.000000,-1.000000,41934.000000,3.000000,49.410000,0.000000,-1.000000,
0.073348,-0.462374,0.152887,-0.058785,-0.126471,0.002892,-0.126685,-1.000000,-1.000000,-1.000000,49.410000,0.000000,3.000000,49.400002,-1.000000,
0.076682,-0.462413,0.152916,-0.058836,-0.126461,0.002908,-0.126692,-1.000000,-1.000000,-1.000000,4858600.000000,3.000000,49.410000,0.000000,-1.000000,
